지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
와동체육공원(운동장),지진대피소,옥외대피소,공원,경기도 안산시 단원구 와동공원로 109,경기도 안산시 단원구 와동 813-1번지,37.3399502,126.8203284,16500,4500,Y,031-414-5544,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
와동초등학교,지진대피소,실내대피소,학교,경기도 안산시 단원구 사세충열로 26  (와동),경기도 안산시 단원구 와동 704번지,37.3366959,126.8312143,890,270,Y,031-487-3913,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
와동초등학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 사세충열로 26,경기도 안산시 단원구 와동 704번지,37.3366959,126.8312143,2530,760,Y,031-487-3910,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
원곡경로당,지진대피소,실내대피소,기타,경기도 안산시 단원구 원곡경로당길 14  (원곡동),경기도 안산시 단원구 원곡동 850번지,37.3238117,126.8028235,130,40,Y,031-405-9822,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
원곡고등학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 화랑로 15,경기도 안산시 단원구 원곡동 965-1번지,37.3330833,126.7976309,12297,3720,Y,031-8085-0018,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
원곡고등학교,지진대피소,실내대피소,학교,경기도 안산시 단원구 화랑로 15  (원곡동),경기도 안산시 단원구 원곡동 965-1번지,37.3330833,126.7976309,3000,1000,Y,031-8085-0005,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
원곡중학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 원선로 81,경기도 안산시 단원구 원곡동 936-1번지,37.3314489,126.8007722,7473,2260,Y,031-599-9612,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
원곡중학교,지진대피소,실내대피소,학교,경기도 안산시 단원구 원선로 81  (원곡동),경기도 안산시 단원구 원곡동 936-1번지,37.3314489,126.8007722,1500,500,Y,031-599-9612,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
원일중학교,지진대피소,실내대피소,학교,경기도 안산시 단원구 석수로 32  (선부동),경기도 안산시 단원구 선부동 1062번지,37.3390572,126.8083576,600,200,Y,031-487-7282,,별도 지구지정사항 없음,,,,적용,,,,,,,안산시청,,2017-11-20
원일초등학교,지진대피소,실내대피소,학교,경기도 안산시 단원구 원선로 113  (선부동),경기도 안산시 단원구 선부동 962번지,37.3325079,126.8036354,1300,400,Y,031-487-3034,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
원일초등학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 원선로 113,경기도 안산시 단원구 선부동 962번지,37.3325079,126.8036354,8400,2540,Y,031-487-3035,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
월광경로당,지진대피소,실내대피소,기타,경기도 안산시 상록구 광덕산1로 9-13  (월피동),경기도 안산시 상록구 월피동 507번지,37.3356952,126.8437081,90,30,Y,031-487-0274,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
월성경로당,지진대피소,실내대피소,기타,경기도 안산시 상록구 안산천동로9길 11-1  (월피동),경기도 안산시 상록구 월피동 478번지,37.3370852,126.8524957,130,40,Y,031-403-7746,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
월피1단지경로당,지진대피소,실내대피소,기타,"경기도 안산시 상록구 충장로 565  (월피동, 주공1단지아파트)",경기도 안산시 상록구 월피동 444번지 주공1단지아파트,37.3290076,126.8489914,100,30,Y,031-484-9386,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
월피2단지경로당,지진대피소,실내대피소,기타,"경기도 안산시 상록구 안산천동로 146  (월피동, 주공2단지아파트)",경기도 안산시 상록구 월피동 446번지 주공2단지아파트,37.329921,126.8447358,110,34,Y,031-411-7694,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
월피3단지경로당,지진대피소,실내대피소,기타,"경기도 안산시 상록구 안산천동로1길 10  (월피동, 주공3단지아파트)",경기도 안산시 상록구 월피동 446번지 주공3단지아파트,37.329921,126.8447358,33,10,Y,031-486-6595,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
월피경로당,지진대피소,실내대피소,기타,경기도 안산시 상록구 시낭북로3길 12  (부곡동),경기도 안산시 상록구 부곡동 732번지,37.3343083,126.8582673,66,20,Y,031-484-8566,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
은혜와진리교회,지진대피소,실내대피소,기타,경기도 안산시 단원구 화랑로 303  (고잔동),경기도 안산시 단원구 고잔동 666-1번지,37.3219765,126.8213309,300,100,Y,031-486-3731,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
이호초등학교,지진대피소,실내대피소,학교,경기도 안산시 상록구 고목로3길 44  (본오동),경기도 안산시 상록구 본오동 958번지,37.2864576,126.8604113,600,200,Y,031-487-0775,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
이호초등학교,지진대피소,옥외대피소,학교,경기도 안산시 상록구 고목로3길 44,경기도 안산시 상록구 본오동 958번지,37.2864576,126.8604113,3577,1080,Y,031-487-0775,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
장상3경로당,지진대피소,실내대피소,기타,"경기도 안산시 상록구 청룡3길 22  (장상동, 안산연립)",경기도 안산시 상록구 장상동 16-1번지 안산연립,37.3607255,126.8733762,100,30,Y,031-484-6354,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
장화경로당,지진대피소,실내대피소,기타,경기도 안산시 상록구 장화2길 20  (사동),경기도 안산시 상록구 사동 1413-18번지,37.2834708,126.8496255,165,50,Y,031-407-3515,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
정재초등학교,지진대피소,옥외대피소,학교,경기도 안산시 상록구 정재초교길 11,경기도 안산시 상록구 부곡동 225-5번지,37.3380278,126.8644102,2970,900,Y,031-487-4152,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
정지초등학교,지진대피소,실내대피소,학교,경기도 안산시 단원구 정지로 57  (선부동),경기도 안산시 단원구 선부동 1084번지,37.3416389,126.8112964,330,100,Y,031-487-6025,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
정지초등학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 정지로 57,경기도 안산시 단원구 선부동 1084번지,37.3416389,126.8112964,7799,2360,Y,031-487-6046,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
중소기업진흥공단 중앙연수원,지진대피소,실내대피소,기타,경기도 안산시 단원구 연수원로 87  (원곡동),경기도 안산시 단원구 원곡동 931번지,37.3207311,126.7980255,1256,370,Y,031-490-1224,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
중앙경로당,지진대피소,실내대피소,기타,경기도 안산시 단원구 예술대학로2길 3-16  (고잔동),경기도 안산시 단원구 고잔동 647번지,37.3293097,126.8391294,180,55,Y,031-486-2932,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
중앙중학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 안산천서로 65,경기도 안산시 단원구 고잔동 673-2번지,37.3215618,126.8397103,10885,3300,Y,070-4355-1777,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
초당초등학교,지진대피소,실내대피소,학교,경기도 안산시 상록구 초당로 25  (사동),경기도 안산시 상록구 사동 1389번지,37.2852927,126.8510765,600,200,Y,031-487-6887,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
초당초등학교,지진대피소,옥외대피소,학교,경기도 안산시 상록구 초당로 25,경기도 안산시 상록구 사동 1389번지,37.2852927,126.8510765,5100,1540,Y,031-487-6887,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
초지고등학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 광덕1로 13,경기도 안산시 단원구 초지동 725-1번지,37.309733,126.810802,4956,1500,Y,031-412-8492,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
초지중학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 광덕3로 48,경기도 안산시 단원구 초지동 723-2번지,37.312231,126.8178009,4390,1330,Y,031-8040-8414,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
초지초등학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 초지로 153,경기도 안산시 단원구 초지동 724-1번지,37.3124236,126.8142471,5487,3040,Y,070-4099-0900,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
팔곡초등학교,지진대피소,옥외대피소,학교,경기도 안산시 상록구 팔곡두레길 71,경기도 안산시 상록구 팔곡이동 385번지,37.2971507,126.8828802,3253,990,Y,070-4323-3505,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
학현초등학교,지진대피소,옥외대피소,학교,경기도 안산시 상록구 석호로 6,경기도 안산시 상록구 이동 665-1번지,37.3107323,126.8470208,2982,910,Y,070-8277-2405,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
한양(아)경로당,지진대피소,실내대피소,기타,"경기도 안산시 상록구 안산천동로1길 9  (월피동, 한양아파트)",경기도 안산시 상록구 월피동 447번지 한양아파트,37.3322233,126.8482402,90,30,Y,031-402-5214,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
한양대학교,지진대피소,옥외대피소,학교,경기도 안산시 상록구 한양대학로 55 (정문주차장),경기도 안산시 상록구 사동 1271번지 (정문주차장),37.2959838,126.8347467,5400,1500,Y,031-400-4188,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
항호경로당,지진대피소,실내대피소,기타,경기도 안산시 상록구 항호1길 30-21  (사동),경기도 안산시 상록구 사동 1427-6번지,37.2838183,126.8466591,265,80,Y,031-407-6581,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
호동초등학교,지진대피소,실내대피소,학교,경기도 안산시 상록구 성호로 70  (일동),경기도 안산시 상록구 일동 601번지,37.3123678,126.865292,300,100,Y,031-487-4462,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
호동초등학교,지진대피소,옥외대피소,학교,경기도 안산시 상록구 성호로 70,경기도 안산시 상록구 일동 601번지,37.3123678,126.865292,10102,3060,Y,031-487-4463,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
호원초등학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 초지1로 100,경기도 안산시 단원구 초지동 741-1번지,37.3027896,126.8186587,2921,880,Y,070-4099-0803,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
화랑유원지1주차장,지진대피소,옥외대피소,기타,경기도 안산시 단원구 초지동 667,경기도 안산시 단원구 초지동 667,37.3255065,126.8143272,20000,6100,Y,031-487-7780,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
화랑초등학교,지진대피소,실내대피소,학교,경기도 안산시 단원구 화정천동로 296  (와동),경기도 안산시 단원구 와동 846번지,37.3308383,126.8186016,300,100,Y,031-487-5723,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
화랑초등학교,지진대피소,옥외대피소,학교,경기도 안산시 단원구 화정천동로 296,경기도 안산시 단원구 와동 846번지,37.3308383,126.8186016,6995,2120,Y,031-487-5724,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
화정초등학교,지진대피소,실내대피소,학교,경기도 안산시 단원구 화정천서로 545  (선부동),경기도 안산시 단원구 선부동 1100번지,37.3454779,126.8173582,600,200,Y,031-487-6211,,별도 지구지정사항 없음,,,,미적용,,,,,,,안산시청,,2017-11-20
가온고등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 샛터길 46,경기도 안성시 발화동 215-7번지,36.98891772,127.2759733,5954,7217,Y,031-674-5022,,별도 지구지정사항 없음,,,,미적용,,,,2,,,경기도 안성시청,031-678-2994,2023-03-08
개산초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 금광면 외개산길 42,경기도 안성시 금광면 개산리 168-3번지,36.98451668,127.3015691,3200,3879,Y,031-676-3880,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
개정초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 미양면 미양로 72,경기도 안성시 미양면 개정리 304-1번지,36.96068083,127.1884183,3400,4121,Y,031-672-8987,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
경기창조고등학교운동장,지진대피소,옥외대피장소,학교,경기도 안성시 공도읍 공도5로 37,경기도 안성시 공도읍 만정리 789번지,37.0020007,127.172068,3223,3907,Y,031-674-2204,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
고삼초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 고삼면 고삼호수로 37,경기도 안성시 고삼면 가유리 329-1번지,37.08237981,127.2645405,3717,4505,Y,031-674-0464,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
공도중학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 공도읍 공도로 115-12,경기도 안성시 공도읍 만정리 418-1번지,37.0020613,127.1735903,6605,8006,Y,031-612-7272,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
공도초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 공도읍 공도1로 9,경기도 안성시 공도읍 용두리 187-1번지,36.99970967,127.1676685,3350,4061,Y,031-651-2003,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
광덕초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 대덕면 내리1길 25,경기도 안성시 대덕면 내리 697번지,37.00081679,127.2214941,4981,6038,Y,031-676-8943,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
광선초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 죽산면 개좌길 16,경기도 안성시 죽산면 두교리 203-1번지,37.00815025,127.4328794,3162,3833,Y,031-673-2504,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
금광초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 금광면 금광초교길 54,경기도 안성시 금광면 금광리 107-1번지,37.00023734,127.3243967,4344,5265,Y,031-672-4173,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
내혜홀초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 내혜홀3길 29,경기도 안성시 아양동 292-1번지,37.00609884,127.2653947,6141,7444,Y,031-671-1084,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
대덕초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 대덕면 모산로 84,경기도 안성시 대덕면 모산리 463번지,37.02721252,127.2449897,3788,4592,Y,031-676-8030,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
동아방송예술대학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 삼죽면 동아예대길 47,경기도 안성시 삼죽면 진촌리 632-18번지,37.05904267,127.3593021,6740,8170,Y,031-678-2994,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
두원공과대학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 죽산면 관음당길 51,경기도 안성시 죽산면 장원리 871번지,37.06595898,127.4191397,7671,9298,Y,031-8056-7043,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
두원공업고등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 미양면 미양로 727,경기도 안성시 미양면 신기리 47-8번지,36.99694882,127.2422548,6933,8404,Y,031-678-0205,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
마전초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 삼죽면 서동대로 5915,경기도 안성시 삼죽면 마전리 37-1번지,37.03036099,127.3415083,4004,4853,Y,031-672-4087,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
만정중학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 공도읍 송원길 21-6,경기도 안성시 공도읍 만정리 779-1번지,37.00829543,127.173108,2667,3233,Y,031-692-5614,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
만정초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 공도읍 송원길 12,경기도 안성시 공도읍 만정리 783-1번지,37.00669758,127.1716779,3010,3648,Y,031-692-5614,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
명덕초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 대덕면 미륵로 16,경기도 안성시 대덕면 진현리 285-1번지,37.05070976,127.2626165,2887,3499,Y,031-676-9825,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
명륜여자중학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 장기로103번길 22,경기도 안성시 낙원동 399-1번지,37.00493829,127.2750534,2010,2436,Y,031-675-3538,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
문기초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 공도읍 서동대로 4424,경기도 안성시 공도읍 양기리 332-25번지,37.00737403,127.1942953,4568,5537,Y,031-618-0559,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
미곡초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 양성면 안성맞춤대로 2304-9,경기도 안성시 양성면 노곡리 443번지,37.11035932,127.2452397,3776,4577,Y,031-672-6544,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
미양초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 미양면 양지길 40,경기도 안성시 미양면 양지리 201번지,36.97552206,127.213386,4031,4886,Y,031-672-8081,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
방초초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 일죽면 사실로 86,경기도 안성시 일죽면 방초리 459-2번지,37.11949236,127.4335649,3536,4286,Y,031-674-5048,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
보개초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 보개면 복평길 18,경기도 안성시 보개면 복평리 162번지,37.04182746,127.3078191,4516,5474,Y,031-675-3481,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
보체초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 미양면 보체길 47,경기도 안성시 미양면 보체리 31-5번지,36.97389779,127.2381568,3300,4000,Y,031-677-8083,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
비룡중학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 남파로 116,경기도 안성시 당왕동 536-1번지,37.01575883,127.2629448,4812,5833,Y,031-678-9301,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
비룡초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 비룡로 78,경기도 안성시 당왕동 536-2번지,37.01473601,127.2626163,3762,4560,Y,031-676-0282,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
산평초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 서운면 서운로 58,경기도 안성시 서운면 산평리 160-2번지,36.9200961,127.2611501,3004,3641,Y,031-673-9086,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
삼죽초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 삼죽면 삼죽초교길 20,경기도 안성시 삼죽면 덕산리 269번지,37.0760153,127.3741068,4866,5898,Y,031-672-6060,,별도 지구지정사항 없음,,,,미적용,,,,2,,,경기도 안성시청,031-678-2994,2023-03-08
서삼초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 보개면 보개원삼로 1001,경기도 안성시 보개면 남풍리 1070번지,37.08676387,127.309066,2116,2565,Y,031-673-4427,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
서운중학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 서운면 바우덕이로 25,경기도 안성시 서운면 인리 67번지,36.94426261,127.2634051,7483,9070,Y,031-674-9052,,별도 지구지정사항 없음,,,,미적용,,,,2,,,경기도 안성시청,031-678-2994,2023-03-08
서운초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 서운면 서운초교길 24,경기도 안성시 서운면 동촌리 146-2번지,36.9462731,127.2552454,2871,3480,Y,031-674-9081,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
안법고등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 명륜길 66,경기도 안성시 구포동 176번지,37.01250212,127.2738017,4996,6056,Y,031-674-3413,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
안성고등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 금산길 57,경기도 안성시 금산동 33-1번지,37.01403361,127.2713123,4135,5012,Y,031-670-0390,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
안성몽실학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 백성2길 59,경기도 안성시 금산동 119번지,37.01080053,127.2674732,8350,10121,Y,031-674-3231,,별도 지구지정사항 없음,,,,미적용,,,,2,,,경기도 안성시청,031-678-2994,2023-03-08
안성여자고등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 남파로 73-10,경기도 안성시 신소현동 110번지,37.01749187,127.2580745,5830,7067,Y,031-8056-0108,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
안성여자중학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 중앙2길 111,경기도 안성시 봉남동 360번지,37.00797745,127.2763182,7647,9269,Y,031-677-6032,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
안성초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 혜산로 13,경기도 안성시 구포동 170번지,37.01192913,127.2720845,4056,4916,Y,031-574-5803,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
안청중학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 당목길 68,경기도 안성시 당왕동 10-1번지,37.02170683,127.2746687,5322,6451,Y,031-673-3124,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
양성중학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 양성면 양성로 51,경기도 안성시 양성면 동항리 415번지,37.06324258,127.1949506,4442,5384,Y,031-670-7973,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
양성초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 양성면 옥단길 43,경기도 안성시 양성면 동항리 420번지,37.06191961,127.1947229,4917,5960,Y,031-670-7972,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
양진중학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 공도읍 진사1길 37,경기도 안성시 공도읍 진사리 135-8번지,36.98610808,127.1435664,2209,2678,Y,031-8046-7771,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
양진초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 공도읍 진사1길 14,경기도 안성시 공도읍 진사리 124-1번지,36.98884903,127.1407292,3166,3838,Y,031-8046-1391,,별도 지구지정사항 없음,,,,미적용,,,,2,,,경기도 안성시청,031-678-2994,2023-03-08
용머리초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 공도읍 기업단지로 57,경기도 안성시 공도읍 용두리 517-2번지,37.00240972,127.1588775,4068,4931,Y,031-8046-7771,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
원곡초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 원곡면 가천중앙1길 51-17,경기도 안성시 원곡면 내가천리 78번지,37.04191431,127.1277233,4489,5441,Y,031-653-6443,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
일죽중고등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 일죽면 서동대로 7446,경기도 안성시 일죽면 송천리 243-1번지,37.09158214,127.4733641,7258,8798,Y,031-8046-6213,,별도 지구지정사항 없음,,,,미적용,,,,2,,,경기도 안성시청,031-678-2994,2023-03-08
일죽초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 일죽면 주래본죽로 72,경기도 안성시 일죽면 주천리 300번지,37.0918521,127.4818378,4616,5595,Y,031-673-6915,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
죽산중학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 죽산면 죽산향교길 52-9,경기도 안성시 죽산면 죽산리 318번지,37.08143685,127.424636,4079,4944,Y,031-676-6321,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
죽산초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 죽산면 죽산초교길 43,경기도 안성시 죽산면 죽산리 405-2번지,37.07795447,127.4208944,4043,4901,Y,031-675-1127,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
죽화초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 일죽면 죽화로 297,경기도 안성시 일죽면 화곡리 730번지,37.10751556,127.4583356,2124,2575,Y,031-673-1941,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
